Face_ID,Performance,Video URL
22,0.5496,
22,0.5496,
22,0.5496,
22,0.5496,
22,0.5496,
22,1.8667,
22,0.4711,
22,0.924,
22,1.2673,
22,0.7173,
22,1.1227,
22,1.8667,
22,0.924,
22,0.5496,
22,0.7173,
22,0.4711,
22,0.4711,
22,2.2497,
22,1.1227,
22,1.8667,
22,0.924,
22,0.7173,
22,0.4711,
22,2.2497,
22,0.3276,
22,0.924,
22,0.7173,
22,1.6355,
22,0.4711,
22,0.4711,
22,0.3276,
22,0.7173,
22,0.924,
22,1.6355,
22,0.4711,
22,2.2362,
22,1.6355,
22,0.7173,
22,0.7173,
22,0.924,
22,0.924,
22,0.4711,
22,2.2362,
22,1.6355,
22,0.3814,
22,0.7173,
22,0.924,
22,0.4711,
22,2.2362,
22,1.6355,
22,0.3814,
22,0.7173,
22,0.7173,
22,1.541,
22,0.924,
22,0.924,
22,2.2362,
22,1.6355,
22,1.8942,
22,1.7492,
22,1.541,
22,2.2362,
22,0.924,
22,1.6355,
22,1.8942,
22,1.7492,
22,0.7173,
22,0.7173,
22,0.3814,
22,2.2362,
22,0.924,
22,1.541,
22,1.541,
22,1.8942,
22,1.6355,
22,1.6355,
22,2.2362,
22,0.7173,
22,0.7173,
22,0.924,
22,1.8942,
22,1.6355,
22,0.7173,
22,1.8942,
22,1.541,
22,1.541,
22,2.2362,
22,0.3814,
22,2.2362,
22,1.8942,
22,2.1427,
22,2.2362,
22,1.6355,
22,1.6355,
22,1.541,
23,1.5304,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604041931565137
23,0.3814,
23,1.8942,
23,1.6355,
23,0.6871,
23,0.3814,
23,2.2362,
23,2.2362,
23,1.6355,
23,0.6871,
23,1.8942,
23,1.8942,
23,2.2362,
23,1.1942,
23,1.6355,
23,0.6871,
23,0.3052,
23,1.8942,
23,2.2362,
23,1.1942,
23,0.6871,
23,0.3052,
23,2.2362,
23,1.5304,
23,0.2472,
23,1.1942,
23,1.8942,
23,1.8942,
23,0.6871,
23,0.3103,
23,0.3103,
23,0.3103,
23,0.3052,
23,0.2472,
23,1.1942,
23,1.8942,
23,0.6871,
23,0.3052,
23,2.0555,
23,1.1942,
23,0.3103,
23,0.3103,
23,0.3103,
23,1.5304,
23,0.6871,
23,1.8942,
23,0.3052,
23,2.0555,
23,1.1942,
23,1.5304,
23,0.2472,
23,1.8942,
23,0.3103,
23,0.3103,
23,0.3052,
23,2.0555,
23,0.6871,
23,0.6871,
23,1.1942,
23,0.3052,
23,2.0555,
23,0.3103,
23,0.3103,
23,0.6871,
23,2.0555,
23,1.1942,
23,1.1942,
23,0.3103,
23,0.3103,
23,0.3052,
23,0.3052,
23,0.2472,
23,0.6871,
23,0.6871,
23,2.0555,
23,1.1942,
23,0.3052,
23,0.6871,
23,2.0555,
24,0.3103,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-960884234555681
24,0.3103,
24,0.3103,
24,0.2472,
24,0.2123,
24,0.2123,
24,1.1942,
24,1.1942,
24,0.6871,
24,0.3052,
24,0.3052,
24,0.2472,
24,2.0555,
24,2.0555,
24,1.1942,
24,0.6871,
24,0.3103,
24,0.3103,
24,0.3103,
24,0.3052,
24,0.2123,
24,0.2123,
24,2.0555,
24,1.059539496,
24,1.1942,
24,0.3052,
24,1.059539496,
24,1.1942,
24,0.3103,
24,0.3103,
24,0.3103,
24,0.2011,
24,0.3052,
24,2.0555,
24,2.0555,
24,0.2011,
24,0.2123,
25,0.2123,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911926190614858
25,2.0555,
25,0.5582,
25,0.5691,
25,0.3103,
25,0.3103,
25,0.3103,
25,0.2123,
25,2.0555,
25,0.5582,
25,0.5691,
25,0.2011,
25,0.2011,
25,0.004599115,
25,2.0555,
25,0.004599115,
25,0.3103,
25,0.3103,
25,0.3103,
25,0.5582,
25,0.5582,
25,0.5691,
25,0.5691,
25,1.887,
25,1.197612562,
25,0.004599115,
25,0.2011,
25,0.004599115,
25,0.2011,
25,0.3103,
25,0.3103,
25,0.3103,
25,1.887,
25,1.197612562,
25,0.5582,
25,0.5582,
25,0.5691,
25,0.5691,
25,0.2011,
25,1.887,
25,0.3103,
25,0.3103,
25,0.5582,
25,0.004599115,
25,0.004599115,
25,1.197612562,
25,1.197612562,
25,0.5691,
25,1.887,
26,0.826,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903913985069116
26,0.718520704,
26,0.004599115,
26,1.887,
26,0.718520704,
26,1.197612562,
26,1.197612562,
26,1.887,
26,0.9162,
26,0.718520704,
26,0.172124267,
26,1.197612562,
26,1.887,
26,0.9162,
26,0.718520704,
26,0.172124267,
26,0.9162,
26,0.718520704,
26,1.887,
26,1.887,
26,0.172124267,
26,0.172124267,
26,0.9162,
26,1.887,
26,0.718520704,
26,1.068439881,
26,0.9162,
26,0.718520704,
26,1.325624732,
26,1.068439881,
26,1.887,
26,1.887,
26,0.172124267,
26,0.172124267,
26,0.9162,
26,1.325624732,
26,0.718520704,
26,0.718520704,
26,1.887,
26,0.172124267,
26,0.9162,
26,0.3204,
26,1.068439881,
26,1.068439881,
26,1.325624732,
26,1.325624732,
26,0.718520704,
26,2.1881,
26,1.887,
26,0.3204,
26,0.9162,
26,0.9162,
26,2.1881,
26,1.887,
26,0.718520704,
26,0.718520704,
26,0.9162,
26,1.325624732,
26,1.325624732,
26,1.068439881,
26,0.3204,
26,1.068439881,
26,0.3204,
26,2.1881,
26,0.718520704,
26,1.325624732,
26,2.1881,
26,1.9529,
26,1.068439881,
26,0.718520704,
26,0.9162,
26,0.9162,
26,2.1881,
26,1.9529,
26,0.3204,
26,0.3204,
26,0.718520704,
26,0.9162,
26,2.1881,
26,0.9162,
26,1.506244449,
26,1.9529,
26,1.9529,
26,0.3204,
26,2.1881,
26,0.775625607,
26,0.9162,
26,0.153321904,
26,1.506244449,
26,0.775625607,
26,2.1881,
26,2.1881,
26,0.153321904,
26,0.5857,
26,1.769054347,
26,1.506244449,
26,0.775625607,
26,1.9529,
26,1.9529,
26,2.1881,
26,0.153321904,
26,1.506244449,
26,1.769054347,
26,0.775625607,
26,1.2998,
26,1.9529,
26,0.153321904,
26,1.506244449,
26,0.775625607,
26,2.1881,
26,2.1881,
26,0.5857,
26,1.769054347,
26,1.2998,
26,0.153321904,
26,1.506244449,
27,0.5857,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-906506897404894
27,0.775625607,
27,2.1881,
27,1.2998,
27,0.153321904,
27,1.506244449,
27,0.775625607,
27,2.1881,
27,1.2998,
27,0.153321904,
27,0.8536,
27,2.1881,
27,1.2998,
27,1.506244449,
27,1.506244449,
27,0.9664,
27,0.775625607,
27,0.775625607,
27,0.8536,
27,0.153321904,
27,0.153321904,
27,1.2998,
27,1.506244449,
27,0.9664,
27,0.775625607,
27,1.7413,
27,1.684058423,
27,0.8536,
27,0.8536,
27,0.153321904,
27,1.2998,
27,0.9664,
27,1.7413,
27,0.775625607,
27,0.775625607,
27,1.506244449,
27,1.506244449,
27,0.9664,
27,0.153321904,
27,0.153321904,
27,1.7413,
27,1.7413,
27,1.2998,
27,1.2998,
27,0.775625607,
27,1.506244449,
27,0.8536,
27,0.8536,
27,0.9664,
27,0.153321904,
27,1.2998,
27,0.775625607,
27,1.506244449,
27,0.8536,
27,0.9664,
27,1.684058423,
27,1.684058423,
27,1.684058423,
27,1.684058423,
27,0.153321904,
27,1.7413,
27,1.7413,
27,0.775625607,
27,1.506244449,
27,0.9664,
27,1.2998,
27,1.2998,
27,1.684058423,
27,0.153321904,
27,1.7413,
27,1.2998,
27,1.684058423,
27,0.155696881,
27,0.987413396,
27,0.9664,
27,0.9664,
27,0.8701,
27,0.728000091,
27,1.2998,
27,1.684058423,
27,0.155696881,
27,0.987413396,
27,0.9664,
27,0.8701,
27,0.728000091,
27,1.2998,
27,1.1599,
27,0.8701,
27,0.155696881,
27,0.155696881,
27,0.987413396,
27,0.987413396,
27,0.728000091,
27,0.9664,
27,0.9664,
27,1.1599,
27,0.8701,
27,0.728000091,
27,0.9664,
27,0.8701,
27,0.155696881,
27,0.155696881,
27,0.987413396,
27,0.987413396,
27,0.728000091,
27,1.1599,
27,1.1599,
27,0.9664,
27,1.684058423,
27,1.684058423,
27,1.684058423,
27,1.684058423,
27,1.684058423,
27,0.8701,
27,0.728000091,
27,0.155696881,
27,1.3935,
27,0.987413396,
27,0.9664,
27,0.8701,
27,0.728000091,
27,1.3935,
27,1.684058423,
27,1.1599,
27,1.1599,
27,1.3935,
27,0.8701,
27,0.8701,
27,1.1599,
27,0.728000091,
27,0.728000091,
27,0.34032601,
27,1.152476678,
27,1.3935,
28,0.239,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399
28,0.8701,
28,0.728000091,
28,0.34032601,
28,1.543450571,
28,1.152476678,
28,1.3935,
28,0.8701,
28,0.8701,
28,0.239,
28,0.239,
28,0.34032601,
28,1.543450571,
28,1.152476678,
28,0.728000091,
28,0.728000091,
28,1.4393,
28,0.8701,
28,0.239,
28,0.34032601,
28,1.152476678,
28,0.728000091,
28,1.4393,
28,1.543450571,
28,1.543450571,
28,0.239,
28,0.8701,
28,0.34032601,
28,1.152476678,
28,0.728000091,
28,0.239,
28,1.3935,
28,0.8701,
28,0.34032601,
28,1.152476678,
28,0.728000091,
28,1.4393,
28,1.4393,
28,1.543450571,
28,1.543450571,
28,0.34032601,
28,1.152476678,
29,0.239,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399
29,0.239,
29,1.543450571,
29,1.199807137,
29,1.517,
29,1.4393,
29,1.4393,
29,0.34032601,
29,0.34032601,
29,1.152476678,
29,1.152476678,
29,0.239,
29,0.239,
29,0.861148767,
29,1.517,
29,1.199807137,
29,0.34032601,
29,1.152476678,
29,1.4393,
29,1.517,
29,1.199807137,
29,2.1973,
29,1.517,
29,0.34032601,
29,0.34032601,
29,1.152476678,
29,1.152476678,
29,0.31806673,
29,1.199807137,
29,1.517,
29,2.1973,
29,0.34032601,
29,1.152476678,
29,1.199807137,
29,2.1973,
29,0.34032601,
29,1.152476678,
29,1.199807137,
29,0.2606,
29,2.1973,
29,0.34032601,
29,1.517,
29,1.152476678,
29,1.199807137,
29,0.2606,
29,0.855486116,
29,2.1973,
29,2.1973,
29,1.199807137,
29,1.199807137,
29,0.436525303,
29,0.2606,
29,0.2606,
29,0.855486116,
29,0.855486116,
29,2.1973,
29,1.199807137,
29,0.436525303,
29,0.855486116,
29,2.1973,
29,2.1973,
29,0.770240049,
29,0.770240049,
29,0.2606,
29,0.855486116,
29,0.2606,
29,1.199807137,
29,1.199807137,
29,0.436525303,
29,0.436525303,
29,2.1973,
29,0.855486116,
29,1.199807137,
29,0.770240049,
29,0.770240049,
29,0.2606,
29,0.275515557,
29,1.199807137,
29,2.1973,
29,2.1973,
29,0.436525303,
29,0.436525303,
29,0.855486116,
29,0.855486116,
29,0.275515557,
29,1.199807137,
29,2.1973,
29,0.275515557,
29,0.436525303,
29,0.855486116,
29,0.855486116,
29,2.1973,
29,0.770240049,
29,0.770240049,
29,1.264603807,
29,0.275515557,
29,2.1973,
29,0.770240049,
29,1.264603807,
29,1.269486314,
29,0.275515557,
29,0.470690417,
29,1.264603807,
29,1.269486314,
29,0.275515557,
29,0.470690417,
29,0.930449605,
29,1.264603807,
29,0.275515557,
29,0.470690417,
29,0.047020911,
29,0.930449605,
30,1.785300965,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883738210384679
30,1.269486314,
30,1.269486314,
30,1.264603807,
30,0.470690417,
30,0.047020911,
30,1.785300965,
30,0.930449605,
30,0.275515557,
30,0.275515557,
30,1.264603807,
30,0.470690417,
30,0.930449605,
30,0.275515557,
30,0.047020911,
30,0.047020911,
30,1.264603807,
30,1.269486314,
30,1.269486314,
30,0.470690417,
30,0.930449605,
30,0.470690417,
30,0.275515557,
30,0.275515557,
30,1.269486314,
30,0.930449605,
30,1.264603807,
30,1.264603807,
30,0.047020911,
30,0.047020911,
30,0.275515557,
30,0.930449605,
30,1.264603807,
30,1.222228997,
30,0.470690417,
30,0.470690417,
30,0.275515557,
30,1.222228997,
30,0.047020911,
30,0.470690417,
30,0.930449605,
30,0.930449605,
30,1.264603807,
30,1.264603807,
30,0.275515557,
30,0.930449605,
30,1.264603807,
30,1.222228997,
30,1.222228997,
31,1.16132858,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881342303358042
31,1.16132858,
31,0.470690417,
31,0.470690417,
31,1.264603807,
31,0.01106017,
31,0.470690417,
31,0.930449605,
31,0.930449605,
31,1.16132858,
31,1.16132858,
31,1.264378738,
31,1.264603807,
31,0.01106017,
31,0.470690417,
31,1.222228997,
31,1.222228997,
31,0.930449605,
31,1.264378738,
31,1.16132858,
31,1.16132858,
31,2.2526,
31,0.470690417,
31,0.930449605,
31,1.222228997,
31,0.01106017,
31,0.01106017,
31,1.264378738,
31,2.2526,
31,0.930449605,
31,1.16132858,
31,1.16132858,
31,1.264378738,
31,1.261632455,
31,1.264378738,
31,1.261632455,
31,0.19753302,
31,0.01106017,
31,0.01106017,
31,0.342243728,
31,1.264378738,
31,0.19753302,
31,1.261632455,
31,0.871649386,
31,0.342243728,
31,0.01106017,
31,1.264378738,
31,0.076678822,
31,0.19753302,
31,0.871649386,
31,1.261632455,
31,0.342243728,
31,0.076678822,
31,0.871649386,
31,0.19753302,
31,1.264378738,
31,1.264378738,
31,1.261632455,
31,0.342243728,
31,0.076678822,
31,0.871649386,
31,0.19753302,
31,1.264378738,
31,1.261632455,
31,0.342243728,
31,0.076678822,
31,0.871649386,
31,0.19753302,
31,1.261632455,
31,0.342243728,
31,0.55590359,
31,1.264378738,
31,1.264378738,
31,0.076678822,
31,0.871649386,
31,0.19753302,
31,0.342243728,
31,0.55590359,
31,0.076678822,
31,1.264378738,
31,1.261632455,
31,1.261632455,
31,0.871649386,
31,0.19753302,
31,0.19753302,
31,0.076678822,
31,1.264378738,
31,1.261632455,
31,0.55590359,
31,0.342243728,
31,0.342243728,
31,0.19753302,
31,0.871649386,
31,0.871649386,
31,1.264378738,
31,0.342243728,
31,0.076678822,
31,0.076678822,
31,1.261632455,
31,1.261632455,
31,0.871649386,
31,0.19753302,
31,0.19753302,
31,0.076678822,
31,1.261632455,
31,0.870481824,
31,0.342243728,
31,0.342243728,
31,0.19753302,
31,0.871649386,
31,0.871649386,
31,1.261632455,
31,0.870481824,
31,0.342243728,
31,0.076678822,
31,0.076678822,
31,0.19753302,
31,0.871649386,
31,1.261632455,
31,0.870481824,
31,0.342243728,
31,0.076678822,
31,1.207325824,
31,1.207325824,
31,0.19753302,
31,0.871649386,
31,0.870481824,
31,0.342243728,
31,0.076678822,
31,0.871649386,
31,1.207325824,
31,1.207325824,
31,0.870481824,
31,0.412417791,
31,0.076678822,
31,0.870481824,
31,0.412417791,
31,0.905280848,
31,0.905280848,
31,1.222952824,
31,0.870481824,
31,0.915526069,
31,0.412417791,
31,0.905280848,
31,0.905280848,
31,1.222952824,
31,0.915526069,
31,0.412417791,
31,1.381844503,
31,0.870481824,
31,0.870481824,
31,0.905280848,
31,0.905280848,
31,0.412417791,
31,1.381844503,
31,1.222952824,
31,1.222952824,
31,0.915526069,
31,0.915526069,
31,0.870481824,
31,0.412417791,
31,0.905280848,
31,0.905280848,
31,1.260878822,
31,1.381844503,
31,1.381844503,
31,0.412417791,
31,0.870481824,
31,0.870481824,
31,1.260878822,
31,0.915526069,
31,0.915526069,
31,1.222952824,
31,1.222952824,
31,0.870481824,
31,1.590475769,
31,1.590475769,
31,1.381844503,
31,1.381844503,
31,0.412417791,
31,0.915526069,
31,0.412417791,
31,1.260878822,
31,1.260878822,
31,1.222952824,
31,0.870481824,
31,0.412417791,
31,1.381844503,
31,1.590475769,
31,1.590475769,
31,0.870481824,
31,0.412417791,
31,0.412417791,
31,1.260878822,
31,1.260878822,
31,0.412417791,
31,1.260878822,
31,0.937677225,
31,0.10002155,
31,1.165522337,
31,0.412417791,
31,0.10002155,
31,0.937677225,
31,0.856196906,
31,0.412417791,
31,0.10002155,
31,0.937677225,
31,0.196928682,
31,0.10002155,
31,0.937677225,
31,0.400419824,
31,0.813684174,
31,0.937677225,
31,0.856196906,
31,0.400419824,
31,1.292981057,
31,0.937677225,
31,0.813684174,
31,0.813684174,
31,1.235602563,
31,0.400419824,
31,1.292981057,
31,0.937677225,
31,1.235602563,
31,0.813684174,
31,0.813684174,
31,0.400419824,
31,1.235602563,
31,0.43226041,
31,0.937677225,
31,0.937677225,
31,0.400419824,
31,0.813684174,
31,0.813684174,
31,0.43226041,
31,1.031396515,
31,1.235602563,
31,0.937677225,
31,0.400419824,
31,0.813684174,
31,1.235602563,
31,0.899036932,
31,0.43226041,
31,0.43226041,
31,1.031396515,
31,1.031396515,
31,0.813684174,
31,0.400419824,
31,1.235602563,
31,0.937677225,
31,0.937677225,
31,1.031396515,
31,1.031396515,
31,1.235602563,
31,0.937677225,
31,0.400419824,
31,0.400419824,
31,0.43226041,
31,0.43226041,
31,0.937677225,
31,0.400419824,
31,1.031396515,
31,1.031396515,
31,0.96524792,
31,0.813684174,
31,0.43226041,
31,1.235602563,
31,1.235602563,
31,0.937677225,
31,1.031396515,
31,0.813684174,
31,1.235602563,
31,0.400419824,
31,0.400419824,
31,1.031396515,
31,0.400419824,
31,1.04567597,
31,1.235602563,
31,1.235602563,
31,0.400419824,
31,1.364038912,
31,1.235602563,
31,0.400419824,
31,1.031396515,
31,1.257177053,
31,1.235602563,
31,1.364038912,
31,1.364038912,
31,1.031396515,
31,1.257177053,
31,1.235602563,
31,1.364038912,
31,1.364038912,
31,1.257177053,
31,1.529918806,
31,1.364038912,
31,1.364038912,
31,1.257177053,
31,1.529918806,
31,1.364038912,
31,1.213223674,
31,1.257177053,
31,1.364038912,
31,0.35530923,
31,1.529918806,
31,1.257177053,
31,1.213223674,
31,0.35530923,
31,1.529918806,
31,1.257177053,
31,0.35530923,
31,1.529918806,
31,1.213223674,
31,1.257177053,
31,1.257177053,
31,1.364038912,
31,0.35530923,
31,1.529918806,
31,1.364038912,
31,1.257177053,
